scenario_id	scenario_name	train_id	station_id	station_code	station_letter_code	station_name	is_junction	distance_km	scheduled_arrival_mins	signals_in_section	lcs_in_section	switches_at_station	signal_delay_mins	gate_delay_mins	maintenance_delay_mins	accident_delay_mins	actual_arrival_mins	total_delay_mins	is_delayed_binary	dataset_split
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	19	PRGL	STA_S	Perungalathur	0	32.64	72.7	4	1	0	0.0	0.0	0.0	0.0	93.1	20.4	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	20	VDR	STA_T	Vandalur	0	34.44	76.7	2	1	3	0.98	0.0	0.0	0.0	98.08	21.38	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	21	UPM	STA_U	Urapakkam	0	37.5	82.2	3	2	2	2.91	8.55	0.0	0.0	115.04	32.84	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	22	GI	STA_V	Guduvancheri	0	40.41	87.5	3	1	5	0.0	0.0	0.0	0.0	120.34	32.84	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	23	POTI	STA_W	Potheri	0	43.94	93.5	4	1	0	3.34	2.66	0.0	0.0	132.34	38.84	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	24	MMNK	STA_X	Maraimalai Nagar	0	46.96	99.0	3	2	8	0.0	7.49	0.0	0.0	145.33	46.33	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	25	SKL	STA_Y	Singaperumal Koil	0	51.48	106.5	5	1	4	2.79	0.0	0.0	0.0	155.62	49.12	1	VALIDATION
6	Evening Peak Gate Congestion (GST Road)	SR-EMU-06	26	CGL	STA_Z	Chengalpattu Junction	0	59.84	119.0	8	2	28	0.0	8.22	0.0	0.0	176.34	57.34	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	1	MSB	STA_A	Chennai Beach	0	0.0	0.0	0	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	2	MSF	STA_B	Chennai Fort	0	1.8	3.5	2	0	0	1.56	0.0	0.0	0.0	5.56	2.06	0	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	3	MPK	STA_C	Chennai Park	0	3.07	6.5	2	0	4	1.42	0.0	0.0	0.0	9.98	3.48	0	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	4	MS	STA_D	Chennai Egmore	1	4.32	9.5	2	0	36	2.25	0.0	0.0	0.0	15.23	5.73	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	5	MSC	STA_E	Chetpet	0	6.56	14.5	3	0	2	0.0	0.0	0.0	0.0	20.23	5.73	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	6	NBK	STA_F	Nungambakkam	0	8.15	18.0	2	0	2	1.48	0.0	0.0	0.0	25.21	7.21	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	7	MKK	STA_G	Kodambakkam	0	9.68	21.5	2	0	0	0.0	0.0	0.0	0.0	28.71	7.21	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	8	MBM	STA_H	Mambalam	0	11.29	25.2	2	0	4	0.0	0.0	0.0	0.0	32.41	7.21	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	9	SP	STA_I	Saidapet	0	12.9	28.9	2	0	2	0.0	0.0	0.0	0.0	36.11	7.21	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	10	GDY	STA_J	Guindy	1	15.01	33.4	3	0	4	0.0	0.0	7.7	0.0	48.31	14.91	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	11	STM	STA_K	St. Thomas Mount	1	17.12	38.4	3	0	6	1.54	0.0	7.36	0.0	62.21	23.81	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	12	PZA	STA_L	Pazhavanthangal	0	18.75	42.6	2	0	0	0.99	0.0	9.2	0.0	76.6	34.0	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	13	MN	STA_M	Meenambakkam	0	20.04	45.6	2	0	0	3.3	0.0	9.32	0.0	92.22	46.62	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	14	TLM	STA_N	Tirusulam	0	21.22	48.4	2	0	0	0.0	0.0	6.76	0.0	101.78	53.38	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	15	PV	STA_O	Pallavaram	0	23.15	52.7	2	0	2	0.0	0.0	8.95	0.0	115.03	62.33	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	16	CMP	STA_P	Chromepet	0	25.35	57.4	3	1	2	0.0	0.0	8.82	0.0	128.55	71.15	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	17	TBMS	STA_Q	Tambaram Sanatorium	0	27.36	61.9	3	1	2	1.52	4.82	8.87	0.0	148.26	86.36	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	18	TBM	STA_R	Tambaram	1	29.14	66.2	2	0	42	0.0	0.0	8.4	0.0	160.96	94.76	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	19	PRGL	STA_S	Perungalathur	0	32.64	72.7	4	1	0	2.88	2.45	9.38	0.0	182.17	109.47	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	20	VDR	STA_T	Vandalur	0	34.44	76.7	2	1	3	0.0	0.0	6.71	0.0	192.88	116.18	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	21	UPM	STA_U	Urapakkam	0	37.5	82.2	3	2	2	0.0	8.74	7.35	0.0	214.47	132.27	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	22	GI	STA_V	Guduvancheri	0	40.41	87.5	3	1	5	0.0	0.0	8.66	0.0	228.43	140.93	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	23	POTI	STA_W	Potheri	0	43.94	93.5	4	1	0	0.0	0.0	7.83	0.0	242.26	148.76	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	24	MMNK	STA_X	Maraimalai Nagar	0	46.96	99.0	3	2	8	0.0	8.44	11.69	0.0	267.89	168.89	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	25	SKL	STA_Y	Singaperumal Koil	0	51.48	106.5	5	1	4	1.83	0.0	6.94	0.0	284.16	177.66	1	VALIDATION
7	Night Integrated Mega Block (Civil+OHE)	SR-EMU-07	26	CGL	STA_Z	Chengalpattu Junction	0	59.84	119.0	8	2	28	1.71	6.7	9.56	0.0	314.63	195.63	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	1	MSB	STA_A	Chennai Beach	0	0.0	0.0	0	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	2	MSF	STA_B	Chennai Fort	0	1.8	3.5	2	0	0	1.52	0.0	0.0	0.0	5.52	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	3	MPK	STA_C	Chennai Park	0	3.07	6.5	2	0	4	0.0	0.0	0.0	0.0	8.52	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	4	MS	STA_D	Chennai Egmore	1	4.32	9.5	2	0	36	0.0	0.0	0.0	0.0	11.52	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	5	MSC	STA_E	Chetpet	0	6.56	14.5	3	0	2	0.0	0.0	0.0	0.0	16.52	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	6	NBK	STA_F	Nungambakkam	0	8.15	18.0	2	0	2	0.0	0.0	0.0	0.0	20.02	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	7	MKK	STA_G	Kodambakkam	0	9.68	21.5	2	0	0	0.0	0.0	0.0	0.0	23.52	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	8	MBM	STA_H	Mambalam	0	11.29	25.2	2	0	4	0.0	0.0	0.0	0.0	27.22	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	9	SP	STA_I	Saidapet	0	12.9	28.9	2	0	2	0.0	0.0	0.0	0.0	30.92	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	10	GDY	STA_J	Guindy	1	15.01	33.4	3	0	4	0.0	0.0	0.0	0.0	35.42	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	11	STM	STA_K	St. Thomas Mount	1	17.12	38.4	3	0	6	0.0	0.0	0.0	0.0	40.42	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	12	PZA	STA_L	Pazhavanthangal	0	18.75	42.6	2	0	0	0.0	0.0	0.0	0.0	44.62	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	13	MN	STA_M	Meenambakkam	0	20.04	45.6	2	0	0	0.0	0.0	0.0	0.0	47.62	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	14	TLM	STA_N	Tirusulam	0	21.22	48.4	2	0	0	0.0	0.0	0.0	0.0	50.42	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	15	PV	STA_O	Pallavaram	0	23.15	52.7	2	0	2	0.0	0.0	0.0	0.0	54.72	2.02	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	16	CMP	STA_P	Chromepet	0	25.35	57.4	3	1	2	0.0	2.5	0.0	0.0	61.92	4.52	0	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	17	TBMS	STA_Q	Tambaram Sanatorium	0	27.36	61.9	3	1	2	2.99	0.0	0.0	0.0	69.41	7.51	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	18	TBM	STA_R	Tambaram	1	29.14	66.2	2	0	42	1.26	0.0	0.0	45.0	119.97	53.77	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	19	PRGL	STA_S	Perungalathur	0	32.64	72.7	4	1	0	0.0	0.0	0.0	0.0	126.47	53.77	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	20	VDR	STA_T	Vandalur	0	34.44	76.7	2	1	3	0.0	0.0	0.0	0.0	130.47	53.77	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	21	UPM	STA_U	Urapakkam	0	37.5	82.2	3	2	2	0.0	4.24	0.0	0.0	140.21	58.01	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	22	GI	STA_V	Guduvancheri	0	40.41	87.5	3	1	5	1.88	2.27	0.0	0.0	149.66	62.16	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	23	POTI	STA_W	Potheri	0	43.94	93.5	4	1	0	0.0	0.0	0.0	0.0	155.66	62.16	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	24	MMNK	STA_X	Maraimalai Nagar	0	46.96	99.0	3	2	8	0.0	0.0	0.0	0.0	161.16	62.16	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	25	SKL	STA_Y	Singaperumal Koil	0	51.48	106.5	5	1	4	0.0	0.0	0.0	0.0	168.66	62.16	1	VALIDATION
8	Afternoon Yard Incident at Tambaram	SR-EMU-08	26	CGL	STA_Z	Chengalpattu Junction	0	59.84	119.0	8	2	28	1.58	0.0	0.0	0.0	182.74	63.74	1	VALIDATION
